ID	Pop.total	Pop.term	Study.total	Study.term	Pop.family	Study.family	nparents	is.trivial	p	p.adjusted	p.min	name
ZFA:0000822	32520	101	633	5	1057	42	2	false	0.37335144818419974	1.0	4.861230371395366E-144	"rhombomere 2"
ZFA:0001621	32520	44	633	2	920	27	2	false	0.37391288083838264	1.0	2.9628694206938464E-76	"pronephric proximal straight tubule"
ZFA:0007085	32520	1207	633	48	2148	82	2	false	0.3749761949853769	1.0	0.0	"migratory neural crest"
ZFA:0005587	32520	13	633	1	8662	308	2	false	0.3756221835878957	1.0	4.065899343565923E-42	"nephron progenitor"
ZFA:0000574	32520	1962	633	73	8681	311	2	false	0.37609048355374675	1.0	0.0	"presumptive diencephalon"
ZFA:0000459	32520	40	633	2	126	4	2	false	0.3788512981903842	1.0	8.332973762170259E-34	"ventromedial thalamic nucleus"
ZFA:0007083	32520	1209	633	48	2148	82	2	false	0.3815733763180426	1.0	0.0	"premigratory neural crest"
ZFA:0000105	32520	436	633	18	4658	176	3	false	0.38164881938142114	1.0	0.0	"epidermis"
ZFA:0000073	32520	14	633	1	2129	72	1	false	0.3831660593769324	1.0	2.3150028663411093E-36	"somite 5"
ZFA:0000042	32520	557	633	20	5106	169	3	false	0.3838913936878599	1.0	0.0	"midbrain hindbrain boundary"
ZFA:0001361	32520	17	633	3	23	3	1	false	0.3839638622247305	1.0	9.906188395890901E-6	"basiventral"
ZFA:0007047	32520	560	633	20	5314	175	3	false	0.38461510157311457	1.0	0.0	"midbrain hindbrain boundary neural tube"
ZFA:0000220	32520	52	633	1	135	1	1	false	0.38518518518519085	1.0	1.1828358735076003E-38	"lateral semicircular canal"
ZFA:0009193	32520	1635	633	53	1999	63	1	false	0.38525471634929553	1.0	0.0	"electrically signaling cell"
ZFA:0009227	32520	7	633	1	18	1	1	false	0.38888888888889006	1.0	3.1422825540472664E-5	"granulosa cell"
ZFA:0001508	32520	8	633	1	238	14	3	false	0.38891131673565893	1.0	4.411066568866675E-15	"trabecula communis"
ZFA:0001205	32520	244	633	13	474	23	3	false	0.38984079579341624	1.0	6.879785160656535E-142	"Meckel's cartilage"
ZFA:0000561	32520	30	633	2	382	17	7	false	0.3924359883388305	1.0	2.948187964200838E-45	"parasphenoid"
ZFA:0000314	32520	53	633	1	135	1	1	false	0.39259259259260354	1.0	7.553048348903822E-39	"anterior semicircular canal"
ZFA:0000095	32520	851	633	33	6323	232	3	false	0.39332879279088767	1.0	0.0	"pharyngeal arch 3-7 skeleton"
ZFA:0005338	32520	20	633	1	293	7	2	false	0.393613874830732	1.0	2.1720043749484096E-31	"posterior recess"
ZFA:0000766	32520	38	633	2	8652	308	2	false	0.39422131677459693	1.0	1.3913353994519112E-105	"granular layer valvula cerebelli"
ZFA:0007035	32520	38	633	2	8652	308	2	false	0.39422131677459693	1.0	1.3913353994519112E-105	"spinal cord neural rod"
ZFA:0001115	32520	2928	633	110	6949	255	2	false	0.39423481507873254	1.0	0.0	"trunk"
ZFA:0000694	32520	64	633	3	7681	271	4	false	0.3942774032953099	1.0	3.55617243832693E-160	"ceratobranchial 5 tooth"
ZFA:0009106	32520	18	633	1	154	4	1	false	0.394942805538775	1.0	7.581976284105564E-24	"steroid hormone secreting cell"
ZFA:0007009	32520	250	633	10	8748	311	2	false	0.3972224839002637	1.0	0.0	"nerve"
ZFA:0000062	32520	2582	633	95	8681	311	3	false	0.3974803026663176	1.0	0.0	"presumptive forebrain"
ZFA:0001136	32520	14	633	1	8657	308	2	false	0.3980366943932835	1.0	6.634864618345653E-45	"hypodermis"
ZFA:0009343	32520	7	633	2	16	3	2	false	0.40000000000000013	1.0	8.741258741258732E-5	"immature B cell"
ZFA:0001668	32520	14	633	1	35	1	1	false	0.4000000000000011	1.0	4.3104202599407145E-10	"central nucleus of ventral telencephalon"
ZFA:0009006	32520	25	633	1	305	6	1	false	0.404039012962783	1.0	3.328474177886114E-37	"sperm"
ZFA:0000465	32520	19	633	1	47	1	1	false	0.4042553191489351	1.0	1.4340618838841802E-13	"adductor operculi"
ZFA:0000603	32520	172	633	7	7681	271	2	false	0.40493294507898425	1.0	0.0	"valvula cerebelli"
ZFA:0001414	32520	38	633	2	6299	230	2	false	0.4067144924845918	1.0	2.481791355355957E-100	"occipital region"
ZFA:0001554	32520	49	633	3	215	10	1	false	0.40766694941493753	1.0	1.1805726456817083E-49	"lepidotrichium"
ZFA:0009055	32520	47	633	2	679	20	2	false	0.4092061333131317	1.0	1.053301139479731E-73	"bipolar neuron"
ZFA:0000547	32520	106	633	5	5079	201	4	false	0.41025348463303263	1.0	5.320850918068665E-223	"mouth"
ZFA:0000467	32520	13	633	1	508	20	7	false	0.4105460419672489	1.0	4.844944733042063E-26	"anguloarticular"
ZFA:0000368	32520	1274	633	51	2941	114	1	false	0.413343685128425	1.0	0.0	"integument"
ZFA:0001468	32520	105	633	4	807	25	1	false	0.4133726162913899	1.0	7.697582533653345E-135	"anterior lateral line system"
ZFA:0000737	32520	1311	633	51	5455	205	2	false	0.4136993120223175	1.0	0.0	"cranium"
ZFA:0001302	32520	24	633	2	54	3	2	false	0.4154168682470596	1.0	7.129313679454176E-16	"vagal ganglion 1"
ZFA:0005282	32520	64	633	3	6290	230	2	false	0.4166748660012335	1.0	1.3472294143307204E-154	"nephron"
ZFA:0000225	32520	13	633	1	129	5	2	false	0.41726220268977643	1.0	4.247450079401113E-18	"lateral crista primordium"
ZFA:0007029	32520	2332	633	85	8652	308	3	false	0.4195818787498345	1.0	0.0	"hindbrain neural keel"
ZFA:0001683	32520	31	633	2	1712	79	2	false	0.42334756475466223	1.0	6.238377649532229E-67	"corneal epithelium"
ZFA:0001501	32520	589	633	29	694	33	1	false	0.4234003721859442	1.0	1.9666587365652584E-127	"cartilage element"
ZFA:0005150	32520	14	633	1	187	7	2	false	0.42537186712230635	1.0	2.2451451713490897E-21	"basal regeneration epithelium"
ZFA:0001500	32520	9	633	1	238	14	2	false	0.4261080191951746	1.0	1.7260695269478257E-16	"auditory capsule"
ZFA:0009242	32520	192	633	7	1798	58	2	false	0.42662038402305025	1.0	1.6816131786411653E-264	"primary neuron"
ZFA:0001098	32520	31	633	2	154	7	2	false	0.4287383574984299	1.0	3.232509654019357E-33	"immature hair cell anterior macula"
ZFA:0000381	32520	39	633	1	369	5	2	false	0.4297899922580404	1.0	1.2580453478400375E-53	"lateral line sensory nucleus"
ZFA:0007046	32520	572	633	20	5324	176	3	false	0.43019515059757657	1.0	0.0	"midbrain hindbrain boundary neural rod"
ZFA:0000358	32520	41	633	2	8652	308	2	false	0.43171216535752177	1.0	1.3927621449342892E-112	"granular layer corpus cerebelli"
ZFA:0000514	32520	12	633	1	375	17	8	false	0.4317837190322248	1.0	7.399308013087305E-23	"frontal bone"
ZFA:0007043	32520	2311	633	84	8652	308	3	false	0.4322469494471472	1.0	0.0	"hindbrain neural tube"
ZFA:0001410	32520	40	633	2	6299	230	2	false	0.4322502280710483	1.0	9.87806384557884E-105	"orbital region"
ZFA:0001655	32520	18	633	1	2517	78	3	false	0.43367429996265566	1.0	4.139080215717625E-46	"pericardial cavity"
ZFA:0005631	32520	25	633	3	64	6	1	false	0.435382396287759	1.0	2.4935257551743012E-18	"preopercle horizontal limb-symplectic joint"
ZFA:0005114	32520	18	633	1	807	25	1	false	0.4359386834637786	1.0	3.6775404930459436E-37	"middle lateral line system"
ZFA:0005314	32520	845	633	31	7681	271	2	false	0.4367644814846498	1.0	0.0	"blood vessel"
ZFA:0009262	32520	114	633	8	158	10	1	false	0.43741168594621543	1.0	3.648397544668802E-40	"retinal cone cell"
ZFA:0001258	32520	16	633	1	7681	271	3	false	0.43745327039209675	1.0	1.4478543936719538E-49	"floor plate rhombomere region"
ZFA:0009288	32520	51	633	3	1521	72	3	false	0.43826812284121675	1.0	1.8629706663576552E-96	"primordial germ cell"
ZFA:0000436	32520	497	633	19	8002	290	4	false	0.43875800574910295	1.0	0.0	"spleen"
ZFA:0000231	32520	23	633	1	293	7	2	false	0.43923635366748215	1.0	1.1469108606923956E-34	"lateral recess"
ZFA:0000821	32520	15	633	1	192	7	1	false	0.4394924195553392	1.0	1.290330810986921E-22	"primary neuron hindbrain"
ZFA:0007036	32520	2315	633	84	8652	308	3	false	0.43961676753936324	1.0	0.0	"hindbrain neural rod"
ZFA:0000173	32520	69	633	3	7681	271	3	false	0.4417611933640788	1.0	1.8729380343987015E-170	"bulbus arteriosus"
ZFA:0000422	32520	12	633	1	406	19	4	false	0.44193537177848946	1.0	2.813845986018658E-23	"retroarticular"
ZFA:0000128	32520	2331	633	83	7864	275	3	false	0.44399068926752333	1.0	0.0	"midbrain"
ZFA:0000857	32520	17	633	1	2129	72	1	false	0.4440694766102825	1.0	9.997625037397383E-43	"somite 4"
ZFA:0009107	32520	8	633	1	18	1	1	false	0.4444444444444458	1.0	2.2852964029434667E-5	"testosterone secreting cell"
ZFA:0007038	32520	3298	633	119	8652	308	3	false	0.4462412919263907	1.0	0.0	"anterior neural tube"
ZFA:0001264	32520	108	633	3	317	7	1	false	0.44647334196442384	1.0	1.0239828645867856E-87	"ovarian follicle stage IV"
ZFA:0007051	32520	21	633	1	47	1	1	false	0.44680851063829574	1.0	7.967010466023227E-14	"interhyoideus"
ZFA:0001551	32520	8	633	1	185	13	2	false	0.4482506553034138	1.0	3.425976510963988E-14	"pectoral fin lepidotrichium"
ZFA:0005147	32520	178	633	7	8652	308	1	false	0.44906076031100156	1.0	0.0	"regenerating tissue"
ZFA:0005138	32520	70	633	3	7681	271	2	false	0.4510932309929718	1.0	1.722354997477855E-172	"dental organ"
ZFA:0000434	32520	1445	633	53	8533	306	1	false	0.4516747005099731	1.0	0.0	"skeletal system"
ZFA:0007022	32520	2350	633	85	8652	308	3	false	0.45261162204043226	1.0	0.0	"hindbrain neural plate"
ZFA:0009064	32520	131	633	14	228	23	1	false	0.45322289441725666	1.0	5.532067914949694E-67	"mononuclear phagocyte"
ZFA:0000408	32520	53	633	1	289	3	2	false	0.45672027778112384	1.0	2.5841823179164425E-59	"periventricular nucleus of caudal tuberculum"
ZFA:0001071	32520	1179	633	43	8652	308	2	false	0.45684524618799466	1.0	0.0	"presumptive neural retina"
ZFA:0009316	32520	141	633	4	455	11	3	false	0.45976333205525505	1.0	1.1859596381439979E-121	"cardiac muscle cell"
ZFA:0000636	32520	17	633	1	8652	308	2	false	0.46032783046712134	1.0	4.235637759779337E-53	"cerebellar crest"
ZFA:0001060	32520	18	633	3	23	3	1	false	0.4607566346696751	1.0	2.971856518767258E-5	"basidorsal"
ZFA:0000622	32520	41	633	2	5933	224	4	false	0.4621575123560349	1.0	7.591743657509306E-106	"barbel"
ZFA:0000227	32520	39	633	1	209	3	2	false	0.46362942930452405	1.0	2.937675027614178E-43	"lateral hypothalamic nucleus"
ZFA:0000160	32520	630	633	23	7681	271	4	false	0.46391642491492924	1.0	0.0	"tegmentum"
ZFA:0009070	32520	47	633	2	5126	170	2	false	0.465529330386787	1.0	1.3961688797169945E-115	"granule cell"
ZFA:0001712	32520	71	633	3	8652	308	3	false	0.46618549756090427	1.0	3.3072573658364117E-178	"presumptive bulbus arteriosus"
ZFA:0001187	32520	594	633	22	8681	311	2	false	0.46778194906222886	1.0	0.0	"presumptive midbrain hindbrain boundary"
ZFA:0001086	32520	76	633	3	2314	77	3	false	0.468018407077354	1.0	1.332343481705539E-144	"muscle pioneer"
ZFA:0001691	32520	15	633	1	80	3	3	false	0.4683544303797342	1.0	1.5069614498422452E-16	"cerebellar granule cell"
ZFA:0000762	32520	98	633	4	1454	52	1	false	0.46996694023938085	1.0	3.1301780858958355E-155	"facio-acoustic neural crest"
ZFA:0009015	32520	27	633	3	205	19	2	false	0.4708129548237746	1.0	2.497540539790405E-34	"erythroid progenitor cell"
ZFA:0001645	32520	13	633	1	215	10	1	false	0.4714391375253516	1.0	4.298170265668649E-21	"angular bone"
ZFA:0007031	32520	3314	633	119	8652	308	3	false	0.473265587921054	1.0	0.0	"anterior neural rod"
ZFA:0000054	32520	761	633	25	2379	76	2	false	0.4755676400247891	1.0	0.0	"pericardium"
ZFA:0005119	32520	41	633	2	2941	114	1	false	0.47664901451613745	1.0	2.740193143251179E-93	"barbel primordium"
ZFA:0009275	32520	70	633	5	158	10	1	false	0.47736548431652426	1.0	1.198861948097293E-46	"retinal rod cell"
ZFA:0001290	32520	118	633	5	4164	160	3	false	0.47770451550265147	1.0	1.973489919053431E-232	"stomodeum"
ZFA:0005145	32520	2028	633	73	8654	308	2	false	0.4778989551864987	1.0	0.0	"muscle"
ZFA:0000102	32520	73	633	3	7688	271	2	false	0.47808606970889167	1.0	1.3641645654895947E-178	"dorsal fin fold"
ZFA:0000282	32520	5076	633	183	8533	306	2	false	0.4791323135297317	1.0	0.0	"sensory system"
ZFA:0005755	32520	18	633	1	8659	308	2	false	0.4792971175877491	1.0	8.701630500353904E-56	"islet"
ZFA:0001291	32520	40	633	2	132	5	3	false	0.4796854574504019	1.0	9.075523691168632E-35	"facial ganglion"
ZFA:0000569	32520	2350	633	85	8681	311	3	false	0.48023977235248416	1.0	0.0	"presumptive hindbrain"
ZFA:0001434	32520	46	633	2	7919	277	4	false	0.4820238906880835	1.0	2.8747792420642596E-122	"floor plate neural tube"
ZFA:0000077	32520	3634	633	131	8681	311	2	false	0.48432560896185944	1.0	0.0	"tail bud"
ZFA:0001153	32520	73	633	3	8652	308	2	false	0.48457962832120116	1.0	2.3610118080570617E-182	"tooth placode"
ZFA:0005598	32520	6	633	1	117	12	2	false	0.48543718359732574	1.0	3.197344908417792E-10	"pancreatic epsilon cell"
ZFA:0005468	32520	12	633	1	321	17	1	false	0.4855974533135743	1.0	4.92783989486029E-22	"frontal-pterotic joint"
ZFA:0009209	32520	5	633	1	138	17	1	false	0.4871335168019051	1.0	2.5799073943274303E-9	"dendritic cell"
ZFA:0000048	32520	845	633	27	2335	73	3	false	0.4875853557955077	1.0	0.0	"olfactory placode"
ZFA:0005654	32520	16	633	1	761	31	2	false	0.48942197699486656	1.0	1.9382845260483345E-33	"blood plasma"
ZFA:0000208	32520	46	633	2	7914	282	4	false	0.491873842487232	1.0	2.9597713597330015E-122	"gall bladder"
ZFA:0001299	32520	17	633	1	85	3	1	false	0.4925989672977764	1.0	3.1312916664067135E-18	"vagal placode 3"
ZFA:0001300	32520	17	633	1	85	3	1	false	0.4925989672977764	1.0	3.1312916664067135E-18	"vagal placode 4"
ZFA:0009250	32520	112	633	12	244	25	2	false	0.493985969449105	1.0	1.5696391241069523E-72	"lymphocyte"
ZFA:0000053	32520	46	633	2	8681	311	2	false	0.4946980474912482	1.0	4.1517458180823045E-124	"presumptive segmental plate"
ZFA:0000402	32520	247	633	9	7767	271	3	false	0.49588405116770506	1.0	0.0	"olfactory bulb"
ZFA:0001473	32520	4420	633	151	4763	162	1	false	0.4960897393143728	1.0	0.0	"deep blastomere"
ZFA:0000671	32520	50	633	3	157	8	1	false	0.4967525946939597	1.0	3.180295919490949E-42	"horizontal myoseptum"
ZFA:0000761	32520	635	633	23	8652	308	2	false	0.49754018739246486	1.0	0.0	"basal plate midbrain region"
ZFA:0000309	32520	19	633	1	8693	309	2	false	0.4976170471285921	1.0	1.7759052112844514E-58	"external yolk syncytial layer"
ZFA:0001052	32520	34	633	1	512	10	2	false	0.5001622887917639	1.0	6.943453723309364E-54	"primordial hindbrain channel"
ZFA:0005020	32520	40	633	2	702	29	2	false	0.502004877478401	1.0	3.5483315433310495E-66	"central artery"
ZFA:0005632	32520	27	633	3	64	6	1	false	0.5028194435730386	1.0	1.1811437787667586E-18	"preopercle vertical limb-hyomandibula joint"
ZFA:0001294	32520	85	633	3	2613	82	3	false	0.5036358773789353	1.0	3.9156828845371314E-162	"epibranchial placode"
ZFA:0000189	32520	46	633	2	6299	230	2	false	0.5051148716259573	1.0	1.1107283507754867E-117	"otic region"
ZFA:0001295	32520	43	633	2	85	3	1	false	0.5089298369950507	1.0	3.013158575729597E-25	"facial placode"
ZFA:0000181	32520	30	633	1	227	5	2	false	0.5110704883110592	1.0	4.1088091247806333E-38	"caudal zone of dorsal telencephalon"
ZFA:0005134	32520	15	633	1	1701	79	2	false	0.5114773699897726	1.0	4.817477656949972E-37	"dental epithelium"
ZFA:0005249	32520	987	633	35	7691	271	2	false	0.5119777184594658	1.0	0.0	"vasculature"
ZFA:0000580	32520	21	633	1	41	1	1	false	0.5121951219512224	1.0	3.715691111961517E-12	"rostral preglomerular nucleus"
ZFA:0000859	32520	12	633	1	229	13	2	false	0.512902742702356	1.0	3.0876523918268795E-20	"specialized hemal arch and spine"
ZFA:0007010	32520	20	633	1	7681	271	2	false	0.5129031862796276	1.0	4.881140211497907E-60	"thalamic eminence"
ZFA:0001644	32520	13	633	1	431	23	1	false	0.5148714401467124	1.0	4.221269123730492E-25	"articular cartilage"
ZFA:0000887	32520	49	633	2	7921	277	3	false	0.5155357956358515	1.0	6.434195154804578E-129	"floor plate neural rod"
ZFA:0001180	32520	20	633	1	8652	308	2	false	0.5160470865848508	1.0	4.501308575361708E-61	"epidermal basal stratum"
ZFA:0001257	32520	20	633	1	8652	308	2	false	0.5160470865848508	1.0	4.501308575361708E-61	"medial floor plate"
ZFA:0005581	32520	20	633	1	8652	308	2	false	0.5160470865848508	1.0	4.501308575361708E-61	"proximal pars anterior"
ZFA:0007024	32520	3985	633	142	8652	308	3	false	0.5161821312825248	1.0	0.0	"anterior neural keel"
ZFA:0005251	32520	20	633	1	8672	309	2	false	0.5163797897609267	1.0	4.297952276349544E-61	"microcirculatory vessel"
ZFA:0009063	32520	22	633	1	1636	53	2	false	0.517745845184265	1.0	2.5652278240369517E-50	"peripheral neuron"
ZFA:0000414	32520	20	633	1	8681	311	2	false	0.5183181190597623	1.0	4.20961102978219E-61	"presumptive cephalic mesoderm"
ZFA:0001100	32520	18	633	1	2166	86	2	false	0.5191468307381082	1.0	6.240927585059501E-45	"hepatic duct"
ZFA:0000948	32520	119	633	5	1059	42	2	false	0.5193382179825481	1.0	5.9804911313452764E-161	"rhombomere 3"
ZFA:0007061	32520	86	633	3	2238	71	1	false	0.5195235355929476	1.0	1.0346969213681899E-157	"epibranchial field"
ZFA:0000413	32520	1255	633	44	7489	262	4	false	0.5203160698855042	1.0	0.0	"gonad"
ZFA:0001709	32520	77	633	3	8652	308	2	false	0.5204249324102621	1.0	1.4166173859193956E-190	"Purkinje cell layer valvula cerebelli"
ZFA:0009150	32520	142	633	7	176	8	1	false	0.5204476033023622	1.0	4.020957008337373E-37	"Rohon-Beard neuron"
ZFA:0007016	32520	3988	633	142	8652	308	3	false	0.5211394898080058	1.0	0.0	"anterior neural plate"
ZFA:0001082	32520	49	633	2	8721	311	2	false	0.5260831744102981	1.0	5.688908768873072E-131	"chordo neural hinge"
ZFA:0001120	32520	503	633	18	8652	308	2	false	0.5266016531122444	1.0	0.0	"neuroectoderm"
ZFA:0005773	32520	90	633	5	1206	64	1	false	0.5285433920366137	1.0	2.1379029589619059E-138	"embryonic blood vessel endothelial progenitor cell"
ZFA:0007039	32520	2335	633	83	8652	308	3	false	0.5287519976895967	1.0	0.0	"midbrain neural tube"
ZFA:0007014	32520	3989	633	142	8700	310	2	false	0.5288617532286495	1.0	0.0	"anterior presumptive neural plate"
ZFA:0000072	32520	22	633	1	2129	72	1	false	0.5326641405396261	1.0	7.554107015186336E-53	"somite 1"
ZFA:0007062	32520	847	633	27	2238	71	1	false	0.5329518279091809	1.0	0.0	"olfactory field"
ZFA:0009367	32520	89	633	4	452	19	2	false	0.5340377626807308	1.0	8.827510639531069E-97	"neuromast hair cell"
ZFA:0000298	32520	19	633	1	2972	117	3	false	0.5348848797106116	1.0	1.3249739549236512E-49	"vent"
ZFA:0000536	32520	32	633	1	227	5	2	false	0.535635992627766	1.0	1.0556144855956559E-39	"lateral zone of dorsal telencephalon"
ZFA:0000498	32520	17	633	1	76	3	2	false	0.5375675675675576	1.0	2.616175039487623E-17	"dilatator operculi"
ZFA:0007048	32520	21	633	1	2028	73	2	false	0.5387204736918727	1.0	2.0185549222310547E-50	"ventral intermandibularis posterior"
ZFA:0001265	32520	121	633	3	317	7	1	false	0.5407365925663294	1.0	6.307892396524805E-91	"ovarian follicle stage II"
ZFA:0001418	32520	11	633	1	49	3	2	false	0.5421189752496743	1.0	3.432189984824988E-11	"dorsal fin lepidotrichium"
ZFA:0005272	32520	1255	633	44	7688	271	3	false	0.5423038984845784	1.0	0.0	"immature gonad"
ZFA:0000098	32520	715	633	26	6290	230	1	false	0.5443405181957897	1.0	0.0	"proliferative region"
ZFA:0005250	32520	20	633	1	865	33	2	false	0.5446957506218394	1.0	5.519778511056335E-41	"capillary"
ZFA:0000197	32520	43	633	1	460	8	2	false	0.5468225615890829	1.0	1.4542496494920628E-61	"dorsal habenular nucleus"
ZFA:0009034	32520	458	633	17	6078	227	2	false	0.5484952006379656	1.0	0.0	"epithelial cell"
ZFA:0001428	32520	41	633	2	2010	89	2	false	0.5496016080015098	1.0	1.8696811432629026E-86	"olfactory rosette"
ZFA:0005126	32520	15	633	1	371	19	2	false	0.5525817228120098	1.0	5.016927271613944E-27	"intestinal bulb epithelium"
ZFA:0005139	32520	15	633	1	313	16	2	false	0.5532393480242607	1.0	6.78152966337857E-26	"dental mesenchyme"
ZFA:0001706	32520	81	633	3	8652	308	2	false	0.5548807831144906	1.0	1.0469276583194438E-198	"Purkinje cell layer corpus cerebelli"
ZFA:0007032	32520	2350	633	83	8652	308	3	false	0.5563970765309638	1.0	0.0	"midbrain neural rod"
ZFA:0000026	32520	253	633	9	8681	311	2	false	0.5572996743150492	1.0	0.0	"hatching gland"
ZFA:0001298	32520	20	633	1	85	3	1	false	0.5577604535790365	1.0	7.122820056875624E-20	"vagal placode 2"
ZFA:0001613	32520	1073	633	41	2860	110	3	false	0.5583556383733974	1.0	0.0	"pharyngeal arch 3-7"
ZFA:0009076	32520	61	633	2	178	5	2	false	0.5595165546699812	1.0	3.2317847565169307E-49	"oligodendrocyte"
ZFA:0001316	32520	28	633	1	1779	51	2	false	0.5599056365127297	1.0	3.7322600032987116E-62	"anterior lateral line placode"
ZFA:0001582	32520	7	633	2	13	3	1	false	0.5629370629370636	1.0	5.827505827505821E-4	"non-Weberian precaudal vertebra"
ZFA:0000568	32520	23	633	1	8179	289	1	false	0.5633099504791146	1.0	2.715413379137157E-68	"presumptive blood"
ZFA:0001212	32520	197	633	7	8681	311	2	false	0.5634596064669226	1.0	0.0	"presumptive rhombomere 4"
ZFA:0009198	32520	46	633	2	1336	54	3	false	0.5639533698487611	1.0	1.9670104357358267E-86	"xanthophore"
ZFA:0000732	32520	24	633	1	2129	72	1	false	0.5640651732242455	1.0	9.397218137312569E-57	"somite 3"
ZFA:0001360	32520	23	633	1	7849	278	2	false	0.5642071823194255	1.0	7.0109528310244894E-68	"parapineal organ"
ZFA:0000041	32520	5387	633	194	7609	275	2	false	0.5673712655633518	1.0	0.0	"mesoderm"
ZFA:0001455	32520	12	633	1	153	10	2	false	0.569559868137244	1.0	4.5316951661085246E-18	"scapulocoracoid"
ZFA:0000163	32520	1836	633	65	8533	306	1	false	0.5705429840919921	1.0	0.0	"renal system"
ZFA:0001209	32520	53	633	2	8681	311	2	false	0.5713228088705846	1.0	9.032446248297067E-140	"presumptive rhombomere 7"
ZFA:0009039	32520	159	633	6	458	17	1	false	0.5727099171102392	1.0	9.525771063306036E-128	"squamous epithelial cell"
ZFA:0001510	32520	35	633	2	432	23	2	false	0.5727959214247421	1.0	2.4381074506229936E-52	"basihyal cartilage"
ZFA:0001574	32520	57	633	2	6747	226	1	false	0.5743395810100556	1.0	2.8278297605898912E-142	"autonomic nervous system"
ZFA:0001262	32520	1258	633	44	8657	308	2	false	0.5751567905145951	1.0	0.0	"gonad primordium"
ZFA:0000548	32520	2400	633	85	8533	306	1	false	0.577019256160539	1.0	0.0	"musculature system"
ZFA:0000123	32520	2148	633	85	4085	163	4	false	0.5772208273842029	1.0	0.0	"liver"
ZFA:0009244	32520	114	633	3	362	9	2	false	0.5782434350230485	1.0	2.537725839085709E-97	"primary motor neuron"
ZFA:0007025	32520	2362	633	83	8652	308	3	false	0.5782704280341247	1.0	0.0	"midbrain neural keel"
ZFA:0001306	32520	2627	633	92	7818	277	2	false	0.5784466902577693	1.0	0.0	"pharyngeal arch"
ZFA:0005559	32520	54	633	2	8672	309	2	false	0.5785722386680711	1.0	5.979844813662654E-142	"vascular sprouts"
ZFA:0000728	32520	25	633	1	2129	72	1	false	0.5789760081534364	1.0	1.1160591612010111E-58	"somite 2"
ZFA:0001217	32520	144	633	5	8179	289	1	false	0.5798561586207637	1.0	7.335270359E-314	"presumptive hypochord"
ZFA:0007019	32520	2363	633	83	8652	308	3	false	0.5800812031113883	1.0	0.0	"midbrain neural plate"
ZFA:0000031	32520	143	633	5	8652	308	3	false	0.5802131345955437	1.0	1.232401196E-315	"hypochord"
ZFA:0005105	32520	54	633	2	987	35	2	false	0.5822469056202031	1.0	2.0490301215661234E-90	"lymph vasculature"
ZFA:0000407	32520	111	633	4	6291	230	2	false	0.583396015913209	1.0	1.028724689839437E-241	"pectoral girdle"
ZFA:0005245	32520	52	633	2	6006	224	2	false	0.5834362491057117	1.0	3.2837476879308237E-129	"xanthoblast"
ZFA:0009130	32520	193	633	7	233	8	1	false	0.5877179231224315	1.0	5.77016550004575E-46	"lining cell"
ZFA:0009007	32520	42	633	1	307	6	2	false	0.5895711322292716	1.0	9.221343713867195E-53	"spermatogonium"
ZFA:0001315	32520	86	633	3	7681	271	3	false	0.5898233010210392	1.0	2.7912803327576738E-204	"atrioventricular canal"
ZFA:0001489	32520	86	633	3	7681	271	1	false	0.5898233010210392	1.0	2.7912803327576738E-204	"compound organ component"
ZFA:0005034	32520	23	633	1	800	30	5	false	0.5900212839584216	1.0	6.026655712060877E-45	"parachordal vessel"
ZFA:0001608	32520	51	633	2	1073	41	1	false	0.5913541753010898	1.0	1.4269367808025296E-88	"pharyngeal arch 5"
ZFA:0000385	32520	55	633	2	8533	306	2	false	0.5921752959213579	1.0	9.307359691122289E-144	"lymphatic system"
ZFA:0000632	32520	1284	633	45	8533	306	1	false	0.5928691713838259	1.0	0.0	"reproductive system"
ZFA:0001673	32520	44	633	1	122	2	2	false	0.5931445603576898	1.0	3.0483929133598093E-34	"pronephric podocyte"
ZFA:0000949	32520	49	633	2	1052	42	2	false	0.5935914683585994	1.0	1.579269652225317E-85	"rhombomere 7"
ZFA:0001173	32520	63	633	3	464	22	2	false	0.5951961176682432	1.0	1.669802767874477E-79	"dorsal fin"
ZFA:0001723	32520	86	633	3	8652	308	2	false	0.595813640054953	1.0	9.470100689120832E-209	"presumptive atrioventricular canal"
ZFA:0001285	32520	345	633	12	878	31	4	false	0.5958146200842509	1.0	1.160787324501762E-254	"intersegmental vessel"
ZFA:0001514	32520	320	633	15	694	33	1	false	0.5993586714327445	1.0	3.281545993163402E-207	"bone element"
ZFA:0009254	32520	4	633	2	5	2	2	false	0.5999999999999999	1.0	0.19999999999999998	"band form neutrophil"
ZFA:0001461	32520	188	633	9	514	25	2	false	0.6014056049628282	1.0	7.130160907717655E-146	"chondrocranium cartilage"
ZFA:0007116	32520	3239	633	117	6290	230	1	false	0.6029103144029736	1.0	0.0	"pleuroperitoneal region"
ZFA:0000453	32520	24	633	1	250	9	2	false	0.6030720064713321	1.0	5.462329618188525E-34	"cranial nerve X"
ZFA:0007117	32520	261	633	14	321	17	1	false	0.6040548345757086	1.0	1.224600501020638E-66	"Meckel's cartilage-palatoquadrate cartilage joint"
ZFA:0009082	32520	24	633	1	6017	228	3	false	0.6050171573885128	1.0	1.2809508988226851E-67	"fat cell"
ZFA:0000148	32520	2363	633	83	8681	311	3	false	0.6068464072902741	1.0	0.0	"presumptive midbrain"
